eq_id,event,mag,hyp_lat,hyp_long,hyp_depth,network,station,sta_lat,sta_long,sta_elev,hyp_dist,component,dt,npt,PGA,PGV,PGD,disp_final1,disp_final2,method,tp,t1,t2,t3,tstart,tsearch,HP-FC,K,maxE,t1f,t2f,Km,fname_acc,fname_vel,fname_disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN020,23.1259,121.2147,0.278,7.32838111538213,N,0.01,7001,3.01887926513632,42.6246611483744,75.1180692153982,-64.0614680569185,-63.6312805966298,BoorePieceWise,6,6.9,30.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN020_N.acc,20220918064410_TSMIP_TTN020_N.vel,20220918064410_TSMIP_TTN020_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN020,23.1259,121.2147,0.278,7.32838111538213,E,0.01,7001,2.29176068311222,51.154452111915,48.9864842484498,-37.1011570481209,-37.0695927263105,BoorePieceWise,6,6.9,30.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN020_E.acc,20220918064410_TSMIP_TTN020_E.vel,20220918064410_TSMIP_TTN020_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN021,23.102,121.1759,0.307,8.53252665872769,Z,0.01,5001,1.51760065525428,9.87475076185128,29.1350794437835,23.1294019770915,23.3754475887561,BoorePieceWise,6,7,23.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN021_Z.acc,20220918064410_TSMIP_TTN021_Z.vel,20220918064410_TSMIP_TTN021_Z.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN021,23.102,121.1759,0.307,8.53252665872769,N,0.01,5001,2.85203780149626,15.5218086061724,48.619184387478,-43.7411498910463,-43.6537464416917,BoorePieceWise,6,7,23.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN021_N.acc,20220918064410_TSMIP_TTN021_N.vel,20220918064410_TSMIP_TTN021_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN021,23.102,121.1759,0.307,8.53252665872769,E,0.01,5001,2.24916427539367,15.7122028479354,40.1032559359602,-35.1693144661771,-35.1630044986002,BoorePieceWise,6,7,23.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN021_E.acc,20220918064410_TSMIP_TTN021_E.vel,20220918064410_TSMIP_TTN021_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN025,22.9023,121.08,0.247,29.8874196695275,Z,0.01,8001,0.532562279005416,5.55745046535473,3.90326211213388,-0.392732564803316,-0.534365892664694,BoorePieceWise,10,10.6,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN025_Z.acc,20220918064410_TSMIP_TTN025_Z.vel,20220918064410_TSMIP_TTN025_Z.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN025,22.9023,121.08,0.247,29.8874196695275,N,0.01,8001,0.53053280369767,4.10918792386849,6.07686172399,-3.23092312200951,-3.13065334307436,BoorePieceWise,10,10.6,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN025_N.acc,20220918064410_TSMIP_TTN025_N.vel,20220918064410_TSMIP_TTN025_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN025,22.9023,121.08,0.247,29.8874196695275,E,0.01,8001,0.735794709572552,7.96251171311724,9.80190510681999,-5.50890323844476,-5.4624939375394,BoorePieceWise,10,10.6,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN025_E.acc,20220918064410_TSMIP_TTN025_E.vel,20220918064410_TSMIP_TTN025_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN026,22.8597,121.0918,0.227,33.6991205094281,Z,0.01,10001,0.312312639463374,4.30955884796624,4.15369171035332,-1.50172504972354,-1.76629433414622,BooreQuad,10,11.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN026_Z.acc,20220918064410_TSMIP_TTN026_Z.vel,20220918064410_TSMIP_TTN026_Z.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN026,22.8597,121.0918,0.227,33.6991205094281,N,0.01,10001,0.497283754915212,5.10133125370852,5.76118753170658,-2.27903213948254,-2.18419843873861,BooreQuad,10,11.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN026_N.acc,20220918064410_TSMIP_TTN026_N.vel,20220918064410_TSMIP_TTN026_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN026,22.8597,121.0918,0.227,33.6991205094281,E,0.01,10001,0.576396407563188,8.92030352360583,10.5483646174439,-2.54009645074575,-2.58050424317438,BooreQuad,10,11.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN026_E.acc,20220918064410_TSMIP_TTN026_E.vel,20220918064410_TSMIP_TTN026_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN028,22.7767,121.0629,0.135,43.1901391756855,Z,0.01,10001,0.218651311122175,2.48551642752267,3.51942008422901,0.92853137645907,1.0080552134562,BooreQuad,12,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN028_Z.acc,20220918064410_TSMIP_TTN028_Z.vel,20220918064410_TSMIP_TTN028_Z.disp
